user_id,age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score
6238,33,Male,Researcher,5.75,117,7.96,6.74,6.45,0,16,183,5.74
6239,45,Male,Student,4.34,47,7.21,6.74,5.94,1,11,299,6.63
6240,18,Male,Software Engineer,6.27,36,8.58,4.19,8.84,3,68,169,7.72
6241,53,Female,Teacher,3.09,24,8.05,7.6,5.42,4,38,211,5.89
6242,27,Female,Freelancer,3.46,24,8.51,9.33,3.4,3,118,178,2.94
6243,34,Female,Software Engineer,9.27,56,6.63,4.32,10.0,4,25,139,8.25
6244,40,Female,Teacher,8.15,12,8.57,7.05,8.52,0,86,249,8.73
6245,24,Female,Manager,5.62,76,4.77,6.09,9.28,2,103,126,10.0
6246,24,Male,Student,4.75,11,4.42,6.88,6.35,3,75,183,5.43
6247,32,Male,Freelancer,8.27,95,6.63,3.59,10.0,1,65,117,9.78
6248,51,Male,Teacher,6.14,98,8.13,6.35,8.41,3,70,236,7.44
6249,21,Male,Manager,4.74,91,5.06,6.73,7.23,3,11,206,7.97
6250,31,Female,Freelancer,5.64,107,8.84,4.17,10.0,0,106,106,10.0
6251,31,Female,Doctor,3.09,62,4.93,8.14,4.29,4,74,110,4.01
6252,33,Female,Designer,2.82,119,7.54,6.35,5.84,2,23,132,5.34
6253,24,Other,Freelancer,9.9,61,8.58,3.81,10.0,2,84,78,10.0
6254,49,Female,Freelancer,9.73,115,8.83,4.77,10.0,4,112,161,9.76
6255,36,Female,Teacher,4.79,83,7.31,8.23,4.75,1,86,34,5.68
6256,19,Male,Software Engineer,5.64,27,6.87,5.98,7.16,3,75,87,7.07
6257,27,Male,Student,8.44,54,4.45,2.73,10.0,0,63,97,10.0
6258,34,Female,Student,7.53,94,4.1,4.83,10.0,1,44,256,10.0
6259,54,Male,Freelancer,1.9,87,8.93,8.66,2.77,0,27,255,2.5
6260,29,Male,Freelancer,4.37,115,5.37,5.66,8.35,0,111,156,6.07
6261,23,Female,Manager,3.25,74,4.36,6.53,5.21,3,97,292,5.34
6262,39,Male,Designer,9.93,41,6.69,3.34,10.0,3,36,178,8.41
6263,49,Male,Doctor,7.74,60,5.56,5.19,8.96,2,64,37,10.0
6264,58,Female,Freelancer,1.43,79,5.79,6.55,5.13,2,69,290,4.24
6265,37,Female,Doctor,9.1,37,5.77,4.5,9.69,3,118,140,9.75
6266,18,Male,Researcher,9.35,80,5.24,3.65,10.0,0,3,217,8.4
6267,23,Male,Student,4.0,108,8.84,6.71,7.04,0,103,173,4.64
6268,36,Other,Doctor,6.78,113,5.33,5.57,10.0,2,57,75,9.22
6269,35,Male,Freelancer,7.14,107,6.79,4.21,10.0,4,41,166,10.0
6270,23,Female,Freelancer,7.57,4,5.19,4.94,10.0,3,61,197,9.01
6271,50,Male,Manager,7.24,83,7.81,3.7,10.0,3,12,45,10.0
6272,40,Male,Designer,6.04,47,5.15,7.12,7.9,3,18,125,7.73
6273,40,Male,Student,9.58,34,7.07,6.12,10.0,2,84,222,10.0
6274,43,Female,Doctor,5.61,47,8.17,5.19,7.21,3,60,96,7.26
6275,30,Female,Teacher,2.0,106,5.36,9.11,2.23,1,97,196,1.64
6276,24,Male,Teacher,1.72,13,8.02,10.0,1.0,2,88,189,1.51
6277,32,Male,Manager,1.17,53,4.46,7.69,2.93,2,86,170,3.1
6278,44,Male,Doctor,4.85,25,4.58,7.0,6.17,3,86,113,6.57
6279,43,Female,Teacher,3.46,117,6.0,7.06,6.01,2,5,75,5.56
6280,50,Male,Designer,9.06,108,6.03,3.63,10.0,4,17,58,9.58
6281,32,Male,Software Engineer,8.8,42,6.58,4.52,10.0,0,2,34,10.0
6282,53,Male,Designer,8.54,109,4.12,5.01,9.25,1,39,214,10.0
6283,44,Female,Manager,8.81,41,4.59,5.64,10.0,4,33,91,10.0
6284,22,Female,Designer,3.68,87,4.05,5.82,5.79,1,69,67,4.68
6285,19,Female,Doctor,4.84,94,8.77,6.57,4.86,1,33,194,4.56
6286,50,Male,Freelancer,3.81,17,5.57,8.13,4.46,3,44,65,4.74
6287,33,Male,Designer,1.77,102,7.44,7.27,4.46,2,65,61,4.94
6288,40,Male,Doctor,9.32,54,7.04,3.99,10.0,1,78,196,8.86
6289,55,Male,Student,6.54,49,7.62,4.95,8.79,4,94,137,8.06
6290,33,Female,Doctor,2.19,85,8.41,7.23,5.99,1,96,73,5.69
6291,31,Male,Manager,2.85,20,5.17,7.75,2.98,2,42,246,4.45
6292,46,Male,Doctor,5.06,33,6.13,7.45,6.38,1,51,166,4.63
6293,43,Female,Student,1.47,88,5.64,9.11,2.42,0,1,278,3.15
6294,52,Female,Freelancer,3.45,39,4.41,7.24,5.31,1,92,94,3.6
6295,32,Female,Software Engineer,7.33,118,4.16,4.65,10.0,0,7,124,9.81
6296,20,Female,Manager,9.28,110,7.82,2.63,10.0,1,3,103,10.0
6297,40,Female,Researcher,9.36,29,4.65,4.76,10.0,4,64,104,8.77
6298,46,Female,Student,5.68,69,4.08,6.7,7.58,1,58,100,6.78
6299,51,Female,Doctor,3.81,116,6.19,6.02,6.37,0,64,202,7.27
6300,50,Male,Manager,9.29,108,5.61,3.22,10.0,0,110,113,10.0
6301,58,Male,Teacher,8.08,24,4.33,5.19,9.14,3,28,99,9.03
6302,58,Female,Doctor,6.28,68,4.26,6.07,7.82,4,43,183,7.86
6303,40,Female,Student,8.51,28,8.57,5.19,10.0,2,37,184,10.0
6304,24,Female,Researcher,5.13,85,8.7,5.18,8.03,0,88,209,9.64
6305,20,Female,Researcher,2.01,66,6.41,8.97,2.94,4,17,283,4.3
6306,49,Male,Doctor,9.44,56,8.24,3.74,10.0,3,75,108,8.62
6307,48,Female,Freelancer,5.81,46,8.0,7.58,6.11,0,10,284,6.87
6308,35,Other,Student,7.26,93,6.9,3.62,10.0,4,4,41,9.88
6309,24,Female,Designer,4.53,87,7.75,8.35,7.03,4,60,268,7.58
6310,58,Male,Software Engineer,2.22,104,8.65,8.44,4.07,1,6,186,3.35
6311,18,Male,Software Engineer,3.45,16,6.83,6.89,3.71,3,58,179,2.26
6312,31,Female,Researcher,1.39,48,6.56,8.54,4.26,3,52,188,3.71
6313,49,Male,Manager,1.79,108,4.02,7.38,4.54,1,36,220,5.85
6314,23,Male,Student,2.84,49,6.71,7.05,4.0,4,106,65,1.96
6315,56,Female,Researcher,6.05,83,8.09,6.9,6.66,1,60,117,7.48
6316,27,Male,Software Engineer,9.94,89,7.81,4.41,10.0,1,34,38,10.0
6317,24,Female,Teacher,8.59,4,7.23,6.59,9.71,4,116,168,9.27
6318,43,Female,Manager,1.77,12,4.12,9.8,2.06,2,32,174,1.23
6319,51,Female,Teacher,8.58,62,8.63,4.07,10.0,0,72,110,10.0
6320,47,Female,Software Engineer,5.83,38,6.15,6.82,6.85,4,16,105,6.67
6321,53,Female,Student,6.94,67,6.86,5.95,8.23,1,59,152,6.97
6322,38,Female,Manager,2.17,44,5.99,7.12,5.14,3,110,30,5.55
6323,34,Female,Teacher,4.56,16,5.74,7.01,6.1,4,46,188,4.86
6324,50,Female,Freelancer,8.96,103,6.55,4.21,10.0,3,66,145,10.0
6325,27,Male,Software Engineer,4.83,58,6.47,5.31,8.06,2,103,151,8.92
6326,59,Female,Doctor,2.14,98,5.78,7.51,3.62,2,16,170,2.82
6327,29,Male,Teacher,3.8,94,8.02,6.44,4.89,2,102,228,4.96
6328,33,Male,Designer,2.99,79,4.25,5.72,7.04,0,76,23,7.08
6329,58,Male,Manager,7.18,97,4.59,5.57,9.74,2,2,47,10.0
6330,49,Female,Teacher,9.2,58,4.41,6.25,9.84,1,82,30,7.84
6331,32,Male,Manager,7.6,95,6.82,4.35,10.0,2,36,148,10.0
6332,44,Female,Software Engineer,8.59,96,6.06,3.6,10.0,0,45,181,9.28
6333,45,Female,Researcher,8.25,7,6.26,5.93,10.0,2,69,116,10.0
6334,34,Male,Software Engineer,1.13,29,6.88,9.53,1.46,4,33,53,1.73
6335,19,Female,Manager,2.12,2,5.62,7.77,3.06,3,98,75,2.98
6336,53,Male,Software Engineer,4.81,16,4.92,7.95,5.55,1,38,81,5.96
6337,24,Female,Student,2.01,50,5.53,8.23,2.19,1,77,275,1.0
6338,30,Female,Manager,7.61,23,8.97,4.14,10.0,2,117,124,8.27
6339,32,Male,Student,1.63,79,8.76,7.35,3.93,0,11,55,3.4
6340,42,Other,Manager,4.75,63,8.78,6.57,7.04,3,27,168,7.81
6341,40,Female,Doctor,4.53,83,4.14,5.94,6.48,0,38,141,6.29
6342,39,Female,Doctor,5.89,73,4.45,6.09,7.42,2,65,141,5.95
6343,43,Female,Teacher,6.66,118,4.23,4.71,9.76,0,38,175,9.14
6344,50,Female,Software Engineer,9.52,87,8.08,3.11,10.0,3,112,277,9.48
6345,28,Male,Researcher,3.44,110,8.96,7.95,3.41,3,37,143,1.65
6346,27,Male,Doctor,6.99,70,6.71,3.74,10.0,0,88,196,9.8
6347,42,Female,Software Engineer,1.32,111,7.5,6.78,2.95,2,90,102,2.6
6348,54,Female,Teacher,1.01,48,5.76,9.64,1.0,3,55,124,1.0
6349,55,Male,Student,1.23,19,7.83,9.68,1.3,0,33,74,1.0
6350,58,Other,Doctor,5.04,76,7.28,6.17,6.08,0,27,238,6.38
6351,41,Male,Researcher,6.0,28,8.0,8.07,6.02,1,106,277,5.83
6352,57,Male,Designer,1.06,9,6.5,8.52,1.0,3,105,234,1.0
6353,50,Male,Researcher,4.57,8,4.97,8.35,4.66,1,61,159,4.29
6354,34,Female,Designer,1.37,70,6.38,6.72,4.13,3,45,45,3.02
6355,41,Female,Designer,6.88,107,5.56,4.61,9.85,2,26,49,9.46
6356,54,Male,Freelancer,6.68,62,7.47,5.99,9.85,1,72,161,10.0
6357,19,Female,Designer,8.06,32,4.68,5.98,10.0,1,92,34,10.0
6358,49,Male,Designer,5.92,23,5.66,6.14,6.53,2,71,212,6.81
6359,41,Female,Designer,6.61,79,4.03,4.19,10.0,4,117,292,9.12
6360,26,Male,Designer,3.51,31,8.08,9.53,2.22,1,51,114,3.16
6361,21,Female,Doctor,1.77,3,6.03,9.04,2.93,2,102,70,3.24
6362,34,Female,Designer,7.64,61,7.88,4.16,10.0,2,1,229,9.79
6363,34,Female,Researcher,6.51,77,4.49,4.93,10.0,2,119,134,10.0
6364,47,Male,Manager,9.44,118,4.97,4.23,10.0,3,80,33,9.51
6365,57,Male,Manager,9.9,92,8.25,4.72,10.0,2,102,223,10.0
6366,28,Female,Designer,8.63,21,6.98,4.73,10.0,2,101,135,9.74
6367,38,Female,Freelancer,9.87,22,4.03,6.69,10.0,0,35,132,9.58
6368,38,Female,Teacher,6.83,89,8.53,4.58,10.0,4,77,40,8.93
6369,35,Female,Doctor,1.83,25,8.92,8.07,1.92,1,22,105,1.0
6370,46,Other,Researcher,1.81,48,7.31,7.55,5.54,2,0,288,4.06
6371,41,Male,Manager,8.26,43,7.64,4.32,10.0,0,64,186,10.0
6372,27,Male,Researcher,3.13,110,4.67,6.89,5.39,2,66,149,5.96
6373,34,Male,Teacher,1.55,21,7.83,8.34,3.42,4,103,235,4.71
6374,35,Male,Software Engineer,5.25,107,4.49,4.65,7.76,4,86,174,8.26
6375,59,Female,Designer,3.83,66,8.45,6.54,4.8,1,27,250,3.45
6376,37,Female,Researcher,6.29,41,6.52,7.09,5.64,2,79,102,6.36
6377,54,Male,Student,6.4,51,4.71,3.96,8.38,1,92,63,8.2
6378,35,Female,Researcher,7.13,16,4.44,6.77,8.13,1,96,103,8.43
6379,34,Female,Freelancer,6.19,13,6.2,5.74,8.03,0,31,113,7.46
6380,26,Female,Researcher,4.43,63,4.03,8.13,5.02,2,118,181,5.85
6381,31,Male,Freelancer,1.21,44,8.81,10.0,1.0,3,110,58,1.51
6382,46,Female,Freelancer,9.15,63,4.85,4.1,10.0,3,22,257,8.46
6383,48,Male,Designer,3.94,29,6.1,9.27,3.31,4,46,134,2.98
6384,21,Female,Researcher,5.56,12,7.03,6.26,5.91,3,46,104,4.95
6385,35,Female,Designer,6.01,25,7.37,5.29,8.13,1,45,20,9.12
6386,37,Male,Teacher,3.83,103,6.82,4.7,10.0,1,116,157,10.0
6387,26,Male,Freelancer,3.78,31,4.89,6.06,5.57,0,32,222,5.09
6388,30,Female,Freelancer,3.35,45,6.36,7.6,5.17,4,118,83,5.05
6389,32,Male,Freelancer,3.19,97,5.61,5.63,7.59,4,41,248,8.02
6390,44,Male,Software Engineer,1.27,50,4.45,10.0,1.14,4,96,180,2.31
6391,32,Female,Teacher,9.62,86,5.94,3.24,10.0,3,37,37,9.39
6392,45,Male,Doctor,6.36,33,7.04,5.51,8.62,0,66,197,8.89
6393,54,Male,Freelancer,1.97,107,4.51,6.68,3.07,0,33,57,3.26
6394,36,Female,Software Engineer,6.33,115,4.82,5.36,9.71,0,48,133,8.42
6395,43,Male,Researcher,3.09,75,4.43,7.75,4.33,0,27,230,4.87
6396,43,Male,Manager,3.8,86,4.01,7.66,6.71,0,7,189,6.2
6397,42,Female,Software Engineer,8.21,27,8.68,5.72,10.0,2,48,127,10.0
6398,43,Male,Researcher,8.97,18,8.19,6.56,7.02,1,72,133,6.07
6399,43,Female,Software Engineer,7.3,47,5.16,5.61,8.89,2,4,155,8.43
6400,45,Other,Teacher,9.39,97,6.89,3.92,10.0,1,30,92,8.75
6401,35,Female,Designer,9.15,71,8.01,4.66,10.0,1,52,229,8.83
6402,49,Male,Designer,5.96,33,5.83,6.38,6.33,2,34,145,6.59
6403,20,Male,Designer,9.17,105,7.7,3.69,10.0,1,57,192,10.0
6404,19,Female,Researcher,5.9,15,8.34,6.0,8.7,2,98,109,7.7
6405,50,Female,Researcher,1.94,70,6.49,6.42,4.27,0,4,133,4.02
6406,59,Female,Researcher,8.47,26,8.44,6.56,10.0,0,32,33,10.0
6407,36,Female,Designer,2.18,50,5.05,7.89,3.7,2,110,115,3.19
6408,34,Male,Designer,3.84,83,8.51,5.87,9.11,4,12,184,9.47
6409,50,Male,Doctor,4.42,53,8.03,7.21,4.36,0,24,260,4.86
6410,29,Female,Student,8.27,98,8.2,5.54,10.0,1,106,239,9.5
6411,20,Female,Manager,1.75,16,4.02,9.67,2.11,0,23,54,2.24
6412,43,Male,Software Engineer,5.0,91,7.32,6.94,5.56,2,118,202,6.68
6413,52,Female,Student,4.93,71,6.0,5.36,9.35,1,10,224,8.95
6414,25,Male,Doctor,6.24,67,7.02,4.91,8.5,3,114,156,8.08
6415,53,Female,Freelancer,4.18,96,4.42,5.77,8.45,3,82,207,8.53
6416,24,Male,Freelancer,6.19,113,5.18,5.5,7.57,3,10,250,8.22
6417,53,Female,Designer,9.87,85,5.76,4.21,10.0,1,96,138,10.0
6418,33,Female,Freelancer,1.64,94,7.59,7.69,3.57,1,29,231,1.87
6419,41,Female,Doctor,8.87,0,6.76,6.95,10.0,2,13,217,10.0
6420,18,Other,Manager,3.78,104,4.07,6.49,6.02,0,64,196,5.14
6421,42,Male,Manager,5.19,13,5.67,8.11,3.69,0,94,134,3.15
6422,27,Female,Doctor,7.67,6,8.7,4.2,10.0,0,66,107,9.22
6423,33,Female,Freelancer,9.19,63,4.9,4.91,9.97,1,106,170,9.46
6424,33,Female,Student,1.08,71,5.18,10.0,2.72,1,24,40,2.96
6425,25,Female,Software Engineer,6.96,7,5.54,6.68,7.84,4,24,227,9.13
6426,46,Male,Teacher,1.63,53,5.34,8.26,1.92,0,50,128,4.34
6427,56,Female,Teacher,5.73,23,4.61,6.99,6.43,3,117,118,5.61
6428,45,Male,Manager,7.75,54,5.56,5.33,10.0,0,17,202,8.72
6429,23,Male,Software Engineer,2.53,0,6.7,7.65,5.74,4,43,111,5.3
6430,33,Male,Designer,7.87,98,7.38,4.76,10.0,1,57,53,10.0
6431,37,Male,Doctor,3.79,104,7.21,5.92,5.68,3,53,235,5.19
6432,33,Male,Freelancer,6.49,71,4.81,5.42,8.92,4,33,161,10.0
6433,24,Male,Designer,6.92,68,7.07,4.72,8.93,4,13,117,6.63
6434,58,Male,Manager,6.84,31,5.79,6.77,8.4,0,108,259,8.57
6435,31,Male,Researcher,1.17,0,8.11,8.06,1.73,4,43,255,1.25
6436,43,Male,Doctor,2.37,65,5.81,7.36,5.32,4,26,191,4.23
6437,43,Female,Teacher,8.71,41,8.88,6.07,9.01,4,63,186,9.23
6438,31,Female,Researcher,9.46,109,7.07,4.5,10.0,0,94,113,8.57
6439,24,Female,Manager,6.07,78,6.14,5.48,8.97,0,42,125,9.76
6440,50,Female,Manager,6.37,105,6.52,3.25,10.0,3,1,65,10.0
6441,43,Male,Software Engineer,7.8,8,4.88,7.46,8.64,2,53,180,10.0
6442,37,Male,Student,4.65,75,7.4,6.17,6.99,0,31,159,6.92
6443,20,Male,Manager,3.95,73,8.82,6.32,6.21,0,36,35,6.54
6444,21,Female,Student,7.91,23,6.57,5.86,9.62,2,97,74,10.0
6445,43,Female,Software Engineer,1.25,104,8.96,7.87,3.23,3,33,84,3.78
6446,28,Male,Manager,8.97,113,4.75,3.4,10.0,4,93,61,10.0
6447,19,Male,Researcher,4.97,18,7.19,7.31,3.74,1,32,89,5.07
6448,31,Female,Freelancer,5.54,50,7.39,6.73,8.02,4,23,239,7.16
6449,47,Male,Manager,6.71,80,5.56,4.07,9.81,2,32,24,9.88
6450,29,Female,Researcher,3.47,1,5.76,7.65,3.2,2,25,28,2.18
6451,43,Female,Researcher,6.38,9,8.73,7.41,5.59,3,40,212,7.32
6452,50,Female,Teacher,7.24,68,7.06,6.57,9.66,0,99,67,9.22
6453,30,Female,Doctor,2.06,102,7.91,8.24,3.76,2,40,252,2.67
6454,31,Male,Researcher,5.68,5,7.63,6.46,5.25,1,58,140,4.64
6455,41,Female,Freelancer,3.96,61,7.05,7.81,4.95,0,5,188,4.08
6456,51,Female,Student,6.02,65,4.24,5.2,8.32,3,56,275,7.96
6457,43,Female,Teacher,1.19,7,7.31,8.82,1.9,3,16,292,1.8
6458,38,Female,Freelancer,7.68,67,5.72,4.02,9.23,2,87,215,7.01
6459,45,Female,Manager,2.52,58,6.35,7.52,4.63,1,15,76,4.72
6460,53,Female,Software Engineer,7.2,49,8.26,5.08,10.0,2,43,251,9.22
6461,57,Male,Designer,7.92,94,8.84,5.61,9.5,0,23,192,6.89
6462,19,Male,Teacher,7.77,35,7.47,4.3,10.0,0,68,47,10.0
6463,59,Male,Teacher,8.36,7,5.16,6.37,8.31,1,87,43,8.93
6464,26,Female,Designer,3.77,94,5.59,8.17,4.06,3,117,253,4.23
6465,40,Female,Manager,9.7,16,4.69,4.61,10.0,3,89,234,9.18
6466,32,Male,Teacher,1.21,58,6.9,9.95,1.0,2,83,228,1.0
6467,30,Male,Student,5.33,109,8.65,4.06,10.0,0,91,126,9.12
6468,40,Female,Manager,3.43,103,8.05,7.89,3.83,3,19,83,4.67
6469,34,Male,Researcher,7.66,77,6.72,3.74,10.0,2,92,239,9.05
6470,19,Male,Student,8.25,7,8.71,5.83,9.88,0,97,119,10.0
6471,37,Male,Student,8.4,88,8.48,3.06,10.0,2,50,117,10.0
6472,37,Male,Teacher,3.67,77,5.81,7.36,6.59,2,53,85,6.8
6473,20,Female,Researcher,3.47,86,6.75,8.85,3.91,1,27,178,4.71
6474,29,Male,Manager,7.09,42,5.48,5.28,10.0,0,55,294,9.79
6475,57,Female,Researcher,9.35,104,4.04,2.15,10.0,4,89,181,10.0
6476,19,Female,Teacher,3.29,62,6.26,6.94,6.94,4,110,71,7.32
6477,53,Male,Teacher,9.2,80,7.75,4.97,10.0,0,31,242,10.0
6478,31,Male,Manager,6.32,112,7.17,5.4,9.7,2,20,184,10.0
6479,33,Female,Manager,7.64,11,8.63,8.94,5.71,3,60,156,7.87
6480,36,Female,Manager,4.96,83,7.43,6.16,6.31,4,81,78,6.05
6481,51,Male,Freelancer,8.26,97,4.71,5.63,10.0,0,75,65,10.0
6482,23,Male,Manager,9.73,55,5.33,2.41,10.0,4,34,152,8.26
6483,30,Male,Software Engineer,2.54,48,4.63,9.61,2.33,0,117,283,1.71
6484,53,Female,Manager,4.47,51,7.97,6.88,5.45,4,21,142,5.72
6485,39,Male,Designer,8.76,10,8.75,5.37,8.47,4,116,293,8.3
6486,35,Female,Manager,2.59,26,5.13,6.66,5.2,0,56,221,6.82
6487,29,Male,Teacher,4.72,61,7.83,6.0,8.73,4,92,263,8.47
6488,47,Female,Designer,2.5,8,6.19,8.34,2.49,4,18,260,3.65
6489,57,Male,Freelancer,6.84,81,5.78,5.74,8.13,1,17,148,7.21
6490,24,Female,Doctor,3.14,101,8.93,6.62,5.64,1,55,53,6.37
6491,49,Male,Student,4.43,35,5.73,9.4,3.85,0,17,191,4.46
6492,36,Male,Software Engineer,5.42,45,7.31,4.64,8.39,4,63,188,6.71
6493,23,Female,Designer,3.67,91,7.56,7.16,3.97,2,43,187,3.54
6494,37,Female,Freelancer,7.12,83,7.87,2.49,10.0,2,60,149,10.0
6495,44,Female,Student,2.0,117,8.31,6.98,3.77,0,46,86,4.34
6496,54,Female,Researcher,8.92,105,6.83,4.25,10.0,2,48,238,10.0
6497,24,Male,Software Engineer,5.33,28,7.02,6.59,6.05,0,79,37,4.9
6498,22,Female,Manager,6.16,67,7.56,7.23,6.46,2,107,252,5.5
6499,28,Male,Researcher,6.6,78,4.74,6.12,7.36,0,58,131,6.68
6500,32,Male,Freelancer,1.54,40,5.0,8.98,2.02,0,55,210,3.0
6501,20,Female,Student,7.81,107,7.82,4.66,9.75,3,82,258,10.0
6502,22,Female,Freelancer,9.51,27,4.67,4.14,10.0,2,48,227,9.13
6503,40,Female,Teacher,5.68,63,7.44,5.86,7.76,1,115,79,7.9
6504,54,Female,Teacher,4.52,103,4.16,8.26,4.99,3,8,119,6.17
6505,26,Other,Manager,8.06,23,5.69,5.33,10.0,1,32,149,10.0
6506,32,Male,Student,7.48,100,7.31,3.52,10.0,0,55,148,10.0
6507,20,Other,Manager,6.86,15,7.53,7.86,8.43,1,76,180,8.98
6508,46,Female,Manager,9.69,21,7.15,5.83,10.0,1,74,286,10.0
6509,23,Female,Software Engineer,6.24,46,6.21,5.97,7.4,3,96,176,6.26
6510,34,Female,Student,3.24,16,5.27,7.11,3.65,2,100,271,3.1
6511,43,Female,Doctor,1.22,0,7.07,10.0,1.0,2,29,177,3.14
6512,38,Female,Manager,5.08,30,4.92,6.6,5.88,3,102,46,7.67
6513,25,Male,Software Engineer,6.87,88,4.3,5.79,8.41,1,45,263,8.31
6514,38,Female,Software Engineer,2.55,11,4.1,9.54,1.82,1,8,105,1.26
6515,28,Male,Student,1.23,19,5.34,8.99,1.0,1,22,293,1.0
6516,55,Male,Designer,9.18,18,4.15,6.04,8.91,1,87,175,10.0
6517,25,Male,Freelancer,3.72,4,5.25,7.79,3.39,1,95,72,3.39
6518,59,Male,Manager,5.19,14,5.45,6.5,7.63,2,112,185,8.58
6519,41,Male,Manager,1.82,104,5.72,5.78,5.0,0,101,42,4.99
6520,52,Male,Student,4.43,24,7.57,8.38,5.39,2,3,240,6.41
6521,31,Female,Designer,4.81,34,6.21,6.6,5.11,2,43,23,3.93
6522,31,Male,Software Engineer,9.12,107,8.93,3.78,10.0,2,40,48,9.59
6523,27,Male,Researcher,8.79,54,8.74,4.96,10.0,0,45,59,10.0
6524,29,Male,Freelancer,2.7,62,8.91,7.82,4.11,2,26,275,5.55
6525,55,Female,Teacher,6.0,114,6.06,4.7,9.94,0,10,191,9.67
6526,51,Male,Manager,7.58,46,4.22,4.99,9.29,1,84,228,9.21
6527,58,Male,Teacher,3.63,66,8.3,7.17,5.98,1,77,80,7.2
6528,27,Male,Freelancer,4.55,115,6.17,3.4,8.83,2,81,91,9.86
6529,34,Male,Manager,9.86,81,7.21,1.43,10.0,1,87,264,10.0
6530,34,Female,Freelancer,7.84,63,8.22,5.73,10.0,3,19,219,9.22
6531,20,Male,Student,4.93,21,7.04,8.74,5.84,2,104,263,7.39
6532,48,Male,Manager,5.81,79,7.68,6.35,5.89,0,89,57,4.73
6533,18,Male,Designer,6.63,78,5.24,6.99,6.33,3,30,121,7.64
6534,29,Female,Manager,5.49,68,4.98,6.83,7.01,1,115,215,6.16
6535,56,Female,Student,4.7,105,6.78,6.34,7.9,3,79,141,7.51
6536,21,Male,Freelancer,4.23,105,7.19,4.86,5.51,4,40,50,4.89
6537,59,Male,Doctor,2.52,76,8.36,7.79,1.92,0,47,30,2.99
6538,30,Male,Student,9.76,113,8.11,2.48,10.0,3,105,278,10.0
6539,51,Female,Student,1.82,91,8.95,6.22,7.51,1,102,278,7.22
6540,59,Male,Researcher,6.41,73,8.83,6.21,8.25,3,18,20,9.79
6541,38,Female,Researcher,9.64,79,7.12,4.09,10.0,0,70,258,9.3
6542,39,Male,Student,4.37,1,6.52,8.07,4.67,1,51,274,2.96
6543,21,Male,Student,3.27,113,7.8,6.2,4.28,0,15,153,3.29
6544,35,Male,Designer,9.6,99,5.31,5.23,10.0,0,23,222,9.86
6545,22,Male,Manager,8.22,114,5.76,4.7,9.05,0,69,203,8.41
6546,36,Male,Designer,6.9,24,7.84,5.47,8.21,2,103,114,7.56
6547,19,Male,Designer,6.51,60,8.75,5.68,8.39,4,79,41,8.39
6548,29,Female,Doctor,4.24,4,8.48,6.32,6.73,1,99,150,4.96
6549,34,Male,Doctor,6.77,27,4.36,4.94,10.0,1,38,203,10.0
6550,27,Female,Manager,7.53,80,5.16,4.4,9.0,4,14,45,8.68
6551,51,Female,Manager,1.29,65,5.37,8.46,5.2,3,103,41,5.72
6552,23,Female,Freelancer,2.06,14,5.92,8.78,2.6,1,113,47,1.83
6553,25,Female,Student,3.84,54,4.35,7.11,3.98,2,3,162,4.32
6554,28,Male,Designer,3.91,119,5.15,2.57,10.0,1,55,217,10.0
6555,29,Male,Doctor,9.1,37,7.58,3.54,10.0,0,1,144,10.0
6556,26,Female,Teacher,7.16,92,5.22,4.28,9.42,3,77,40,7.74
6557,19,Female,Student,4.36,22,8.71,8.1,3.8,0,21,232,5.39
6558,25,Female,Freelancer,8.28,81,6.12,4.13,10.0,4,65,93,10.0
6559,28,Male,Software Engineer,3.91,13,4.5,7.9,4.07,0,19,108,3.48
6560,53,Female,Designer,9.92,31,8.21,4.19,10.0,3,3,269,9.39
6561,27,Female,Student,8.03,43,8.58,6.77,8.68,1,115,270,8.84
6562,38,Male,Manager,8.28,69,8.64,4.98,9.26,0,97,35,8.46
6563,37,Other,Student,3.35,91,6.47,6.49,7.43,4,81,256,7.4
6564,25,Male,Software Engineer,2.31,117,8.6,8.35,3.43,3,113,82,5.21
6565,53,Male,Manager,4.51,115,7.55,5.29,7.97,2,47,186,6.13
6566,46,Male,Teacher,4.01,115,4.98,5.79,5.51,2,54,263,5.95
6567,59,Female,Doctor,7.93,81,6.67,3.2,10.0,1,110,76,10.0
6568,29,Female,Doctor,2.57,98,6.16,7.81,4.99,1,112,79,4.84
6569,31,Female,Software Engineer,5.75,57,6.26,6.17,6.99,0,83,96,7.21
6570,38,Female,Freelancer,6.65,101,6.07,5.54,7.96,4,89,209,8.2
6571,39,Male,Software Engineer,4.47,3,4.88,9.12,2.9,2,70,116,3.54
6572,38,Male,Freelancer,2.81,114,5.95,8.49,2.45,1,53,129,2.76
6573,47,Male,Freelancer,9.06,61,6.56,4.12,10.0,3,82,119,10.0
6574,56,Other,Researcher,2.25,112,5.43,7.22,3.54,3,23,220,4.24
6575,37,Male,Doctor,3.73,59,4.88,7.36,4.79,3,10,299,5.62
6576,41,Female,Teacher,7.81,94,4.99,4.81,10.0,3,15,250,10.0
6577,40,Male,Researcher,6.45,74,4.96,5.49,8.8,2,64,222,7.8
