,text,emotion_label,stress_label
4010,bestie gue mau nikahh gatau kok rasanya sedih ya,sad,0.79
4011,'jebal kajja' sedih banget pas dia ngomong kek gitu,sad,0.65
4012,sedih jg y kalo mau terang2an bucinin j bisanya di priv.,sad,0.69
4013,"kadang kadang kita yang selalu buat diri kita kecewa sebab selalu overthinking, nak kata overthinking dah macam drama berepisod yg tak berpenghujungg : cuba tanya tuan badan yang di sana nun dia mesti fikir lain :)",sad,0.62
4014,"mjb kak, coba smbil dengerin lagu yg mellow sedih gtu",sad,0.79
4015,gemini emang seburuk itu kah? jadi sedih.,sad,0.69
4016,loh aq aja bisa nangis lagi pas scene ini. nyampe bngt. selama ada irvan sakit sampe meninggoy dan full jessy nangis spy nyampe sedihnya ke pononton. tapj aq kok ga bisa ikutan sedih. cuma pas andin sesengukan di makam itu aq sempet ikutan sedih.,sad,0.5
4017,gua lebih sedih ngeliat ini drpd emyu kalah. asli,sad,0.71
4018,"sedih sihh, cuma gmna.",sad,0.79
4019,"sama kak gw juga dari semalem sampe kebangun pagi² buta tuh karena itu, mikirin komentar² orang² itu, pada jahat² banget tau ga komenya, ada juga yg ngomongin win gw. sedih bgt gw asli, dari tadi aja rasanya badmood bgtt anjirr",sad,0.67
4020,"heran seegois itu jadi manusia. datang menjalin karna pas lagi sepi, meninggalkan semua karna bosan dan mulai tak sehati. menjatuhkan karena terasa terlalu baik dihati.",sad,0.66
4021,wkwk gua sedih bgt,sad,0.75
4022,hari ini gak bisa mikir jernih bawaannya sedih :') thankyou denise you're my favorite maknae,sad,0.66
4023,ada yang mata nya sembab begadang sembari nahan tangis,sad,0.56
4024,"bener, ini pikiran suka banget mikirin hal yg bikin sedih",sad,0.76
4025,aku sedih,sad,0.79
4026,sedih nya statement ni,sad,0.57
4027,"ga punya ayang, sedih jadi fans man utd, sedih sedih²",sad,0.69
4028,pagi-pagi sedih lihat berita-berita sedih jadi sedih kan,sad,0.75
4029,"mu adalah aku yg sedang tak tau arah, sedih",sad,0.61
4030,sedih bgt aaaaa,sad,0.69
4031,"capek bgt packing barang"" mna bnyk debu. tpi sedih krna bnyk knangan sih walopun cmn setahun tpi itu rmh udh bnyk aktivitas kita lakuin di situ",sad,0.72
4032,kayaknya gue emang harus beneren kudu dengerin si zeco buat kali ini deh wkwk. sedih juga deh gue kalo gini-gini,sad,0.61
4033,bneran dia fix keluar? aa sedih,sad,0.75
4034,"hwaa denisee!! sedih sih, tapi yg terbaik buat denise dan semoga sukses untuk kedepannya ya. kamu sangat berbakat denise",sad,0.63
4035,kangen dan sedih+overthinking wkwk. apalagi kalo baca komen2 di buku lama,sad,0.77
4036,"welcome back denise sedih bgt baca pengumuman dr kamu pagi ini, apalagi liat insta story km yg foto sm member but, walaupun kalian terpisah sekarang, aku akan tetap selalu dukung kalian.",sad,0.72
4037,"butuh season 2 pokoknyaa,, khusus yang kkakkung couple harus adaa soalnya sedih momennya cuman dikit dan sebentar bangett. dan moga yesung oppa cepet-cepet dapet pasangan di real life nya, sudah waktunya menikah oppa. kami menunggu undangannya",sad,0.7
4038,tiba2 sedih terus nangis,sad,0.51
4039,"udah sedih semalem, skrng denger denise keluar akwihfiaia makin sedih",sad,0.61
4040,bukan lockey tapi sedih banget denger berita denise btw kok bisa kontrakny beda² per orang,sad,0.73
4041,"guys, crush sender jadi sering reply sw sender..ini sender kudu seneng karna di reply trus, atau sedih kayanya dia nganggep sender sebagai temen doang..btw kita udh hampir ga chatan selama sebulan trus dia tbtb sering reply sw sender gtu",sad,0.79
4042,"subuh"" gini udah galau dan kecewa",sad,0.67
4043,"thanks denise udah menghiasi . akan selalu kami ingat sebagai mm, our super main vocal. kerandoman denise, keceriaan denise, thank you for all. sumpah sedih banget denise out dari sn, nggak tau alasannya apa kok out. tapi mau gimana pun, ttp dukung sn denise",sad,0.62
4044,sumpah sedih bgt ini,sad,0.8
4045,jadi gak mood buka twitter bawaannya jadi sedih,sad,0.66
4046,ikutan sedih,sad,0.58
4047,benerbener sedih pagii yg harusnya bahagiaa karena keluargasuami tp dibuat ancur dijam 6 pagi gini..salah keluar rumah di pagihari,sad,0.79
4048,sedih mart mu takde piala musim ni,sad,0.62
4049,sedih doi belum ngucapin hhuhu,sad,0.62
4050,aku dari minggu lalu pengen ke pantai and tempat yang dingin dingin gitu kaya bukit tapi gak kesampaian,sad,0.65
4051,hah..gue sedih bgt ..,sad,0.6
4052,"jd rayyan positif guys, sbg tante yg lemah ini gbs bgt denger berita keponakannya sakit hh sedih bgt gbs bantu nemenin anaknya blm bangun jd blm dikasi tau aa gatega",sad,0.68
4053,sedih bggt,sad,0.6
4054,ya allah.. :(( turut sedih juga soalnya dia temen monday,sad,0.56
4055,terkadang disitu sya merasa sedih,sad,0.7
4056,"sorot matanya tidak bersinar seperti yang dulu , ini terlihat sedih ya",sad,0.76
4057,"kalo tae sampe nge post ulang foto yg diledekin seokjin, i get it tae kenapa itu sedih banget buat kamu:((",sad,0.7
4058,"guye ak lagi sedih bgt, kucing aku satu meninggal",sad,0.68
4059,"kalau udah drop gini baru terasa. sepi, hampa, dan ga guna. :')",sad,0.74
4060,bangun jam 5 tadi krn mimpinya sedih. barusan tidur lagi 15 menit mimpinya malah lanjut. another day of waking up with a heavy heart. ga enak,sad,0.52
4061,huhu pirii kmu hebatt kerenn kerja bagus untuk mv nyaa jaga kesehatan yaa pirii sedih bgt ah gpunya akun twt luu:(,sad,0.55
4062,"kaak makasih banyak , yaampun denise sedih banget",sad,0.75
4063,gak tau tp dengernya sedih bgtt,sad,0.61
4064,"ooh iya ituu. kalo baca dari spoiler, kayanya sih iya. sedih banget, cuma dia yang beneran peduli sama ruby. :((",sad,0.67
4065,"mauu banget kakk, dari awal nge stan bangtan belum kebeli album, merch, army bomb,, sedih bangett",sad,0.64
4066,pas mark live ig kemaren ada yang nanya ada live koreografi g.. lagu mark tuh sedih masa lu nyuruh mark nyanyi sambil ngedance yang bener aja,sad,0.7
4067,"nyesek dipendem, kangen dipendem, cemburu juga dipendem, kecewa dipendem, bahkan nangis juga dipendem..sampe sakit dada :')",sad,0.76
4068,sedih melulu nie,sad,0.76
4069,"non txt sedih bgt denise ga lanjut di sn :( padahal nungguin bgt dan jujur aja member yg baru kurang sreg gitu di gue tapi ga hate deh tetep dukung, semangat denise dan secret number &lt;3",sad,0.66
4070,tl gue sepi amat dah :(,sad,0.73
4071,"sedih, liat kamu bisa lebih bahagia dengan orang lain..",sad,0.72
4072,"sedih euy, sedekade yang lalu fans emyu berani nyindir semua rival rivalnya. fans emyu sekarang cuma berani nyindir arsenal doang, karna tau diri.",sad,0.7
4073,pagi2 udh dibikin sedih aja sama dennise,sad,0.73
4074,"3bln setelah nikah ok aja mau dibilang apapun,tp makin kesini bahasa nya benerbener tidak buat enak dan stress sendiri sampe mikir mau kurus dengan cepat tp tidak mungkin,semua itu butuh proses untuk sehat jg.. sedih bangett",sad,0.76
4075,denise gw sedih,sad,0.56
4076,gue masih sedih udh difb base rh tpi w g bisa ngirim arghh. beneran saya lebih memilih untuk gpp keunfoll sendiri driada harus cari folls diakun ini akun teraman,sad,0.63
4077,aku sedih bet,sad,0.6
4078,anjrit gue lagi sedih baca ini malah gajadi sedih,sad,0.73
4079,sedih w pake mati segala,sad,0.71
4080,mantap ah sedih kucing mati pun aku kerja lagi. hamba sistem nampaknya.,sad,0.78
4081,"ahaha sedih banget tau gakk, mau sampe kapan gini terus",sad,0.71
4082,aku adalah seseorang yang bodoh dalam hal menyerah - naruto uzumaki,sad,0.53
4083,"kadang, ngerasa sebel sama diri sendiri tuh lebih ke sifat kekanakan sama too easy to explode alias emosi meledak2. yah, annoying.",sad,0.78
4084,aura :(( gapapa kalo kamu nangis dan bikin kamu bisa ngeluarin emosi yang kamu rasain. tapi jangan lupa untuk tetap tersenyum yaa besoknya. gapapa nangis sebanyak2nya kalo itu emang bikin kamu lbh baik walaupun sedikit :),sad,0.69
4085,sedih sih gue takut makin bego,sad,0.63
4086,". . bagaimana? sudah sadar betapa lucunya kamu yang pernah bodoh untuk seseorang yang bahkan tak pernah menganggapmu? . jika sudah mari tertawa bersama, ngetawain perjuangan yang sia-sia. serta harapan fiktif dengan luka yang nyata. . .",sad,0.53
4087,"ngga tau kenapa, saya bodoh bgt dalam hal mengingat bisa bisanya saya melupakan ulang tahun bestie saya padahal dari jauh hari ingat, pas hari h lupa. jangankan dia, ultah mami saya sendiri aja bisa lupa pas hari h. ada cara ngga sih buat jadi orang yg ngga lupaan? capek.",sad,0.67
4088,gagal menjaga emosi di kata terakhir,sad,0.66
4089,"ini tadi w beres2, w kagak tau kalo ada plastik yg digantungin di kursi meja makan itu isinya rambutan masih kecil2 tinggal dikit w kira kulitnya doang. jadi ya w buang aja. maklum gaada yg beres2 kalo gak pas w libur. dimarah dong sampe marah banget. ya maap w rabun.",sad,0.8
4090,"kalau bisa aku ingin mengulang waktu di tahun 2017, benci dengan keadaan sekarang. terjebak diantara situasi yang membuat harus berfikir banyak, hanya membuat tangisan di setiap harinya. apakah bisa memutar waktu kembali ?",sad,0.72
4091,pernah ga si kalian nyakitin diri sendiri biar ga marah hehe,sad,0.75
4092,kadang benci sama diri sendiri yang lemah banget dikit2 sakit dikit2 sakit bikin repot semua orang,sad,0.52
4093,"bukan benci. lebih tepatnya kecewa. kemarin sih engga, sekarang iya, hari esok ya engga tau. tapi biasanya kecewa itu kebawa sampai kapanpun sih. jadi ya silahkan bawa semua barang-barang mu, ambil kembali sisa sisa kehadiran mu, agar yang tersisa hanyalah kisah mu saja.",sad,0.68
4094,adik ajak jogging. pastu aku mimpi aku dh jogging dengan dia. aci la tu hahahahaha bodoh sekarang,sad,0.75
4095,"aku gapaham kondisimu waktu km nyari aku buat bincang/ngobrol kaya biasanya itu kaya apa, dan bego nya aku malah ceng"" in gabut/kasian. maaf banget.. aku gatau km bakal semarah ini, maaf banget beneran aku gada maksud buat gitu aku cuma becanda kek biasanya gitu,",sad,0.72
4096,"aku janji perbaikin diri demi kamu, tapi maaf yaa kalo buat jaga diri aku gabisaa, aku benci diri aku sendiri",sad,0.52
4097,"hehehe..kalau aku kasian ke diri sendiri karena kelemahan dan kekurangan-kekurangan yg aku punya jujur aja aku membenci hal itu, aku benci kelemahan dan kekurangan-kekuranganku banyak hal-hal yg gk bisa kulakukan karena hal itu doakan aku semoga bisa jadi lebih baik",sad,0.57
4098,karna saya bego,sad,0.73
4099,"tapi cuy gue malah ke trigger lagi pikiran yg bikin sebel sama diri sendiri haha. ya emang si belom waktunya. cuma sebenernya gue tau, gue bisa banget kek gitu. cuma tiap mau melangkah, ada aja hambatannya. gemes aja gitu. kek manusia bodoh bat gue apus ig dulu fix!",sad,0.8
4100,"emg saya ateis? saya kan pemuja fol ges. coba jelasin secara rinci ateis yg ga abal2 itu gimana kalo kamu emg pakar ateis, kalo kamu gabisa jawab pasti kamu bakal ngatain saya cewe bego kayak tadi:(",sad,0.6
4101,aku liat hi bye mama baru prison play book. baru eps 1 uda mewek saking kebawa emosi nya drama,sad,0.77
4102,mana struknya udah dibuang lagi.. bego banget gueh,sad,0.77
4103,awalnya w sgt kesal dgn nj tp lama lama mlh kasian,sad,0.63
4104,"klo inget ""gua bego bgt ya jadi cwe "" kadang sampe pgn nangis",sad,0.68
4105,"terlihat meyakinkan namun menyakitkan . suatu saat kau akan mengingatku, entah sebagai orang bodoh yang berhasil kau tipu, atau sebagai orang baik yang kau sia sia kan.",sad,0.53
4106,"capek ihh, pengen marah bingung sama siapa :(",sad,0.51
4107,"banget, kalo gua slr dan cuma bisa bales seadanya dan cp gua marah ato bete wajar sih, itu gua ngerasa bersalah.",sad,0.69
4108,maaf ya gais aku bodoh,sad,0.57
4109,masa pagi dah nangis. benci bgt sma hati ku ini lemah,sad,0.62
4110,"gw terlalu kepo,seharusnya gw gk tau jadi tau tapi mau gmn lagi pas tau rasanya benci banget sama dia tapi di satu sisi gw kasian harus gmn juga gtw jadi ini hanya rasa kasian sj",sad,0.71
4111,"sayang nya gue kalo bucin ya mau secakep apapun cowo lain tetep liatnya elo hahah sedih bgt jd cewe ye, knp bucin tolol semua",sad,0.62
4112,terlihat meyakinkan namun menyakitkan suatu sat kau akan mengingat ku entah sbg org bodoh yg berhasil engkau tipu atau sbg org baik yg kau sia2kan,sad,0.71
4113,"gmn ya. rasanya hidup gue g bergairah. gue tinggal dgn org yg gue gkd rasa tapi gue menggantungkan ekonomi sama dia meski dia pas2an. dan org yg gue suka d rp bokek, trs bego dan penghianat. ntah rasa gue masih ada apa gk. gue juga g berharap ketemu yg lebih menarik. g mungkin",sad,0.78
4114,"sumpah kalo inget kayak kok gua bego dah, cuma muah doang sekian detik. skrg gua menyesli itu karna mantan gua makin cakep anj",sad,0.56
4115,"yang namanya terlanjur sayang itu ribet loh. mau cuek gak bisa, mau marah gak bisa. bisanya cuma diem. diem-diem nyesek diem-diem nangis.",sad,0.79
4116,"dipaksa untuk mengerti perasaan emosi dirumah, sedangkan tidak sebaliknya this its not fair",sad,0.77
4117,knp gue bego bgt si,sad,0.75
4118,"ah gak ngerti ama aturan kerumunan, kena sanksi ada yg cuman denda 500rb, ada yg kena 5jt, ada yg 20 jt plus penjara 4 bulan..ah sudahlah capek ama yg beginian. maafkan saya yg bodoh dan dungu ini.",sad,0.65
4119,sedih karena dibilang tolol sama ayank.,sad,0.7
4120,matimatian berusaha sayang sm diri sndiri malah d buat benci sm diri sndiri lg cm krn perkataan orang.,sad,0.75
4121,"hi , gatau ya pagi-pagi gini ada yg mau baca keluhanku (masih pagi udh ngeluh ya). jujur aja aku capek banget 5 hari terakhir, rumah kacau banget gr2 mama aku tiba2 marah dan ngambek ga jelas ke aku sm papa. dia ga mau masak di rumah, pisah kamar, dll. (cont..)",sad,0.78
4122,"dan nangis lgi pass prilly marah ke mama papanya, ngeluapin semuanya, aku nangis lgi, yg di kehidupan prilly itu semua related",sad,0.6
4123,"ada beberapa hal yg patut kita berikan dan tidak, tapi saya kita kadang terlalu bodoh untuk memberikan apa yg kita punya dengan orang yg bahkan kita tidak tahu apakah dia akan menetap atau pergi,",sad,0.57
4124,"kayanya gusti allah marah sama aku:""(",sad,0.52
4125,fasenya gini: tiba-tiba mood melow-nangis-pengen marah tapi gak bisa-grutu-ntr pura pura biasa aja-ntr akhirnya pengen ngomong terus sampe cape -baru nti biasa lagi,sad,0.58
4126,satu hal yang saya benci; terlambat menyayangi seseorang.,sad,0.54
4127,"nemenin adekku main genshin di ps, dia nyeritain soal gamenya panjang lebar pake bahasa inggris tapi aku cuma ""ohh"" ""hahah"" ""iyakah?"" gangerti soalnya anjir berasa bodoh level akhir",sad,0.7
4128,aku benci ketika nangis saat bersama temanku,sad,0.53
4129,"jangan marah padanya jika dia tidak lagi peduli. tapi marahlah pada diri sendiri sebab ketika dia peduli, kamu tidak pernah menghargai.",sad,0.72
4130,"ayam mahal, minyak masak mahal, bahan mentah mahal. nak naik harga banyak kang customer marah. serba salah dibuatnya. tak tahulah sampai bila nak terus bertahan. ada tak peniaga f& b yang rasa macam ni jugak?",sad,0.7
4131,"terlihat meyakinkan namun menyakitkan suatu saat kau akan mengingatku, entah sebagai orang bodoh yang berhasil kau tipu,atau sebagai orang baik yang kau sia sia kan.",sad,0.62
4132,"aku terlalu sayang kamu, juga terlalu bodoh untuk memahami; semua hanya permainanmu.",sad,0.53
4133,"terkadang aku bisa marah, bingung, sedih dan ceria tak kenal hari dan waktu. aku sadar itu dan aku menyesuaikan. mungkin yang paling sering terlihat ketika aku berada di kerumunan banyak orang adalah warna-warni (ceria). tapi sebenarnya aku memupuk warna hitam, putih dan abu.",sad,0.52
4134,anjing nih eps 3 sedih banget bangsat gue nangis ampe idung mampet,sad,0.69
4135,"part si kala tantrum emang kerasa bgt emosi nya, dr situ saya sudh mulai mewek",sad,0.7
4136,micellar water malah mau buat bersihin kutek tolol bgt mikir ap km otakku yg kcil,sad,0.65
4137,"luka pling berat dan bikin trauma banget,benci banget tp kek ya udh,,udh terlanjur dan udh terjdi pengen putar waktu mending gk kenal dia dari awal,tp semua udh terjdi yah",sad,0.73
4138,"sedih :(( tapi gapapa setidaknya masih bisa ngabarin fans, jadi ya ga khawatir banget karena ditinggal ilang",sad,0.53
4139,mana banyak adkel alias malu bgt :(,sad,0.55
4140,":(( kemarin takut serok, sekalinya 3 hari berturut-turum ijo terus. sedih",sad,0.61
4141,"habis itu dia nge chat aku gt lohh habis nge chat yaa gitu jadi deket deket. beberapa kali tuh dia ngasih cokelat sama susu strawberry kalau gak salah. trs aku sama dia disekolah gak pernah nyapa kadang eye contact doang soalnya dua duanya malu gitu kan, agak sedih sih",sad,0.58
4142,aku kok merasa ada difase maj up apapun malu ya sekarang :((,sad,0.74
4143,"dan pada akhirnya lu menjadi bingung sama perasaan lu, sama pola pikir lu, terlalu takut untuk maju. termenung dalam diam, overthinking tiap malam, masuk dunia virtual dan menjadi nyaman, aman, tentram. gak mau keluar, mau tetap di sana bersama orang-orang yg bisa ngertiin lu.",sad,0.69
4144,"dia baik , dia tanggung jawab , dia perhatian , dia pengganti sosok papah,dia mengerti aku , orang tuanya sayang anggap aku seperti anaknya , dia tidak membiarkan ak sedih , selalu khawatir kalo aku kenapa napa.. and now , i lost him forever",sad,0.79
4145,"saat tetangga muslim meninggal meski kelakuannya srg jd omongan, bertaburanlah doa di wag,tp saat tetangga non muslim yg jarang berkonflik,hanya ucapan turut berduka yg terucap.apakah mereka takut atau tidak mau mendoakan?padahal allah sebaik baik pengampun dosa. astaghfirullah.",sad,0.79
4146,hahaha iya nih malu malah gak bawa jeans lagi :'),sad,0.65
4147,"malu sama oc sendiri pengen sih kykny juga lebih santuy drpd fandom police tapi gak kesampean, sedihhh",sad,0.56
4148,"mager membaca,malu sendiri",sad,0.57
4149,"saya pernah resign, dan memutuskan untuk berbisnis, setelah saya resign, saya tetap bangun pagi dan pakai kemeja, trus nongkrong kerja di cafe sampai sore, agar tetap terlihat bekerja semua itu saya lakukan agar ibu dan bapak saya tidak khawatir dengan keadaan saya .. cukup menyedihkan",sad,0.69
4150,"gue tuh emg suka gimik, suka bercanda, tp kalo gue lg serius ya tolong ikutin serius lah ky pls baca situasi juga, masa krn gue suka bercanda lu jd suka hidungmu suka, dari ujung rambutmu sampai ujung kakimu semuanya aku suka, malu 3x ku tapi mau, sedih",sad,0.72
4151,"gada yg aneh2 kok kecuali satu emot lope lope dr masa lalu. gausa takut ak diembat cowo lain, ak tetap setia crushin km meski harus terluka melihat u bahagia",sad,0.66
4152,"somehow agak ragu kalau dibilang yg dicari 'talent' karena pada dasarnya yg diliat ada dua = visual sama talent tapi wajar sih namanya jg showbiz. indo aja begitu, gimana korea.. cukup menyedihkan",sad,0.76
4153,pernah juga gw ke sekolah pake kutek pink mana dateng telat wkwkw ya ampun malu bgt udah telat mana jelas2 ngelanggar aturan sekolah yaudah terpaksa dihapus ;(,sad,0.59
4154,"memang tida tau malu manusia satu ini:"")) mau marah tapi gk bisa",sad,0.53
4155,no jgn gini ku malu bbt sm masa lalu ku sedih soalnya kalau diinget,sad,0.6
4156,"terus pas lagi isi air gak sengaja tumpah kena kabel reflek aku teriak biar dia cepat ambil kabelnya biar nda makin banyak kena air, tapi kenapa aku yg kena marah padahal aku reflek teriak karna kaget",sad,0.62
4157,"gpp mba, kaget aja padahal saya juga belain mba nya :') sedikit kecewa ja",sad,0.78
4158,bahkan jika itu palsu terimakasih telah membuatku merasa penting :),sad,0.74
4159,"bisa ga si kalo bimbingan tu gausa digabung ama bokap"" s2 s3 gue kan jd jiper, malu bgt kalo ngang ngong ngang ngong keliatan begonya :(",sad,0.68
4160,"biasanya kl telat masuk sk disemprot sm gurunya, jd malu",sad,0.66
4161,"sama banget sampe males ngasi tau kalo aku cewe, kadang drivernya suka kaget loh cewe toh kak, saya kira cowo, sedih :(",sad,0.62
4162,ayahku di alam kubur kayanya malu juga anaknya jadi wibu begini,sad,0.56
4163,mau nangis .. yedam sunu i did it bener2 ga nyangka sama sekali dapet hasil segini karena memang uas kemarin hopeless bgt takut ga sesuai harapan dan bikin orangtua kecewa,sad,0.65
4164,gw tau malu ya hih :(,sad,0.53
4165,"kadang hanya dgn satu senyuman palsu, kita bisa menyembunyikan begitu banyak rasa sakit.",sad,0.63
4166,"dia tkde bgi apa apa , tpi janji manis serta harapan palsu dia tu saya masih simpan",sad,0.74
4167,"sebelum dewasa udah sendirian kemana mana, gaada yang bisa diajak nemenin soalnya sampe akhirnya sekarang kalau mau minta temenin gaenak takut ganggu akhirnya sendiri lagi, my sad life",sad,0.61
4168,"kangen dunia bxg, tp udh nggak semangat layarin kapal huftfft",sad,0.66
4169,sayangnya kanra masih belum puas.,sad,0.64
4170,"kapal gue beneran karamm :"""" bahagia selalu kalian dengan jalannya masing2, sayonara",sad,0.69
4171,ga enak bgt bangun bangun badan panass:(,sad,0.55
4172,"gapapa masih ada besok, ayoo tetap menyerah jangan semangat!! :(",sad,0.73
4173,"iya tp ga enak badanku keseringan pp, ni lagi nunggu si teteh buat ngerokin.. maklum remaja jompo",sad,0.54
4174,enak ngga enak kangen kerja tapi masih disuruh istirahat sama babeh,sad,0.74
4175,"rajin kerja ngga, kalo punya semangat kerja yg tinggi mah gapapa :(",sad,0.72
4176,gak enak rasanya,sad,0.68
4177,ovomaltine enak juga sih duh nyesel bgt,sad,0.53
4178,"ihh pdhal enak yang beras merahh, malah diganti, syeddih",sad,0.55
4179,"pagiku gak semangat, karena belum disun ayang",sad,0.7
4180,senyum tak selalu berarti seseorang bahagia. kadang seseorang tersenyum hanya karena tak ingin menjelaskan kenapa hatinya t,sad,0.75
4181,"sueer deh kgn tu gk enak .. enak tu di kangenin, di perhatiin, di manjain, di bahagiain.. sedih kesepian menunggu doi",sad,0.71
4182,"aqil lagi kurang enak badan, dari kmrn siang dia pilek. kasian malam susah tidur karena mampet",sad,0.79
4183,cewek itu ga mau ngecewain cowoknya karena dia tau kalo dikecewain orang yang disayang itu rasanya ga enak dan sakit banget.,sad,0.7
4184,ternyata ngekos sendirian ga seenak yg aku bayangkan mending ada temen kamarnya jadi enak ada temen ngobrol,sad,0.55
4185,"kamu jahat tapi nikmat, aku bingungggg :(",sad,0.67
4186,"enak bgt pjj, aku ptm:((",sad,0.75
4187,"trs gue makan sampe dibawain minum, dibilangin pake ini yang biar enak, intinya trs ngomong gak berhenti, gue dah nahan nangis karna merasa bersalah gue jutekin",sad,0.59
4188,"pagi buta sarapan nasi+chiki boncabe, hmm perut mulai agak ga enak..",sad,0.73
4189,"harusnya tadi beli itu lupa nama banyakin, soalnha enak:(",sad,0.78
4190,budayakan mengeluh jangan semangat,sad,0.68
4191,gue baru bangun tidur dan semalem tidur cepat krn g enak badan batuk pilek tau2 bangun denger denis bikin pengumuman kontrak sdh habis makin nambah sakit vine masih diem ampe skrng g keluarin pengumuman juga kah? agensi anehsemoga baik2 saja :(,sad,0.77
4192,aku yang meninggalkannya namun dia yang lebih dulu bahagia,sad,0.53
4193,"aku memang kurang segalanya, tapi setidaknya kasih sayang ini cukup untuk membuatmu bahagia walaupun tak sepenuhnya dan meski kau selalu merasa diriku tidak pernah cukup",sad,0.62
4194,ga enak mau ngapa-ngapain,sad,0.79
4195,tiba2 tidur bangun2 terus. tiba2 gak enak pikirannya. tiba2 pengen nangis tp ndak tau sebabnya. yok kompromi yok,sad,0.63
4196,"posisi sendiri itu emang enak, tapi kalo lagi ngerasa sendirian gak enak banget :v kalian gt juga gak si?",sad,0.54
4197,kenapa w hrs ga enak badan pas weekend,sad,0.71
4198,enak ya yang punya kapel hfft-_- chrissy kapan coba punya kapel :(,sad,0.5
4199,* mungkin hidup gue bakal bahagia kalo gue berasa orang yang menyayangi gue :'(,sad,0.51
4200,baru kali ini gak keluar rumah beberapa hari gegara gak enak badan. hari sebelumnya karena nganggur.,sad,0.52
4201,gk enak bgtt iki,sad,0.75
4202,seperti tidak ada semangat hidup,sad,0.74
4203,kga enak rasanya,sad,0.71
4204,"tau nih, padahal mah enak aku dm. yg lain udah di block duluan tuh :(",sad,0.76
4205,ngk semangat idup,sad,0.71
4206,hari ini ga semangat gara gara belum di ucapin selamat pagi sama ayang,sad,0.65
4207,"pagi pagi udh dpt kabar aja dri temen, antara sedihh dan bahagia tp banyk sedihnya sihh",sad,0.61
4208,both aje dah agar kau puas dan bahagia t__t,sad,0.72
4209,selamat pagi.. sakit apa kak ? saya juga kurang enak badan nih,sad,0.5
4210,recovery 60% tapi tetep ga enak,sad,0.58
4211,semangat ya aku juga sedih soalnya tapi tetap konsisten ja,sad,0.53
4212,kapan sih bisa semangat ceriaa gitu pas berangkat kerja :',sad,0.73
4213,yah serius ga masuk? mengsedih sama-sama hydra. semangat ya,sad,0.58
4214,ga enak badan karna hasil overthinking,sad,0.58
4215,ngga enak badan,sad,0.7
4216,gak enak body,sad,0.71
4217,ya allah mau nyerah tapi harus semangat :(,sad,0.59
4218,"ge mriyang tapi kudu tetep kerja demi bisa bahagia dapat duit, miris sedih",sad,0.6
4219,enak banget tapi hanya bisa melihat,sad,0.78
4220,ga semangat karna ga di semangatin ayang,sad,0.53
4221,"dulu di sekolah emang banyak banget yang ga suka sama aku sih, ditambah aku juga ga cantik.",sad,0.78
4222,"padahal aku suka banget supergirl tapi dihilangin dr channelnya, adohhh sad bet",sad,0.6
4223,"pusing banget, tapi suka, sedih jadinya ya gk kesampean",sad,0.59
4224,"ketemu cowo itu di pekanbaru. masi ingat banget semua hal sama dialah walaupun ga pernah jadian. ya sesayang itu dulu. sekarang sih dpt yg better. tapi dgn kejadian itu aku bs blg ke anak perempuanku one day, jgn mau di blg suka trus km ambil hati kalo ga diofficialin :/",sad,0.72
4225,biasanya yg suka maksa tuh sales asuransinya. mana ngomongnya cepet banget gabisa dipotong. :(,sad,0.7
4226,"revisi proposal dikira 30k/revisi, tapi perintahnya nambahin penjelasan 2 variabel lain + hasil penelitian dari tiap variabel :), ngilang berhari2, dateng2 nuduh nipu. padahal cust yg lain suka aku kasih bonus page atau pengurangan harga",sad,0.79
4227,"jujur, suka heran kenapa giliran gue yang punya masalah, gue jarang banget bisa leluasa cerita ke orang. padahal dengerin curhatan orang adaa kali tiap hari :)",sad,0.7
4228,lukaku banyak banget disini dan kalo tiba2 keinget masih suka nangis & masih terasa sakit..,sad,0.61
4229,"w kalo mimpi ngomongnya pake b ing atau lainnya selain indo pas bangun suka capek banget, kepala pusing. apa banget dah",sad,0.57
4230,"aku baru jadi myday akhir 2020 kalo nggak awal 2021, sedih banget belum pernah liat mereka satu frame dan agak nyesel sih baru jadi myday waktu itu, padahal sebelumnya emang udah suka banget sama lagu""nya day6",sad,0.74
4231,"sampe sekarang masih bertanya tanya kenapa orang suka banget buat sampah di halaman rumahku yaa, sedih harus bersihin terus",sad,0.75
4232,"sama cowo kembar, tapi keknya yg satu suka sm gua, trs kita kos an nya sebelahan gitu, dia baikk banget, terus entah kenapa mereka (yg kembar itu) tiba tiba ngejauh, bahkan pindah kost, jadi gue kesepian, lagi dan lagi",sad,0.65
4233,"aku cuma bisa mengagumimu ,suka padamu dalam diam dan bener2 cinta pada mu. karena untuk memilikimu adalah yg mustahil .",sad,0.75
4234,"pacarku suka ilang ilangan tanpa kabar dan kadang ngilangnya bisa seharian gitu, nah sekarang dia juga ngilang lagi udah 2 hari. kalo aku minta putus gitu aku berlebihan kah? jujur aku udah cape banget tapi aku masih sayang",sad,0.66
4235,"udah ngebias dr jaman sma, mulai suka sama band, soloist, sampe sekarang aktor. baru sadar itu abisin duit banget ya. udah kaya mungkin aku skrg kalo ga terperosok dr dulu",sad,0.74
